name,role,sentence,true_role
R Williams,Author,"Replacements: R McBryde (Llanelli), J Yapp (Cardiff), J Thomas (Neath-Swansea), R Sowden-Taylor (Cardiff), G Cooper (Newport-Gwent), C Sweeney Newport-Gwent), R Williams (Cardiff).",unknown
Lifelong Learning,Author,"However, Lifelong Learning Minister Jim Wallace said that this would not result in Scottish students missing out.",unknown
Jim Wallace,Author,"However, Lifelong Learning Minister Jim Wallace said that this would not result in Scottish students missing out.",unknown
Wallace,Politician,"In June last year, Mr Wallace announced proposals to increase tuition fees for English students studying in Scotland by Â£2,000 in an attempt to prevent a cross-border flood, although no figure has yet been agreed.",unknown
Ucas,Author,The figures were made public on Thursday by admissions service Ucas.,unknown
David Caldwell,Author,"Director, David Caldwell, said some students could be applying in an attempt to avoid the possible increase in annual fees at English universities, but this was not a major factor.",unknown
Wallace,Author,Mr Wallace agreed and said the figures had to be looked at in context.,unknown
Wallace,Author,"Mr Wallace said: ""Accepting students from all parts of the world does show the high regard in which Scottish higher education is held, not just in Britain.",unknown
Blair,Author,"Blair sees greater Bush consensus

George W Bush will display a more consensual approach to world politics as he begins his second term as US President, Tony Blair has said.

",unknown
Bush,Author,"Blair sees greater Bush consensus

George W Bush will display a more consensual approach to world politics as he begins his second term as US President, Tony Blair has said.

",unknown
George W Bush,Author,"Blair sees greater Bush consensus

George W Bush will display a more consensual approach to world politics as he begins his second term as US President, Tony Blair has said.

",unknown
Tony Blair,Author,"Blair sees greater Bush consensus

George W Bush will display a more consensual approach to world politics as he begins his second term as US President, Tony Blair has said.

",unknown
Bush,Author,The prime minister said Mr Bush had learned military force was not the only way to fight terrorism.,unknown
Mr Blair,Author,"He understood that ""the best prospect of peaceful co-existence lies in the spread of democracy and human rights"", Mr Blair told the Guardian newspaper.",unknown
Bush,Author,"Mr Bush was sworn in at a ceremony in Washington DC on Thursday.

",unknown
Condoleezza Rice,Author,"Echoing the new US Secretary of State Condoleezza Rice, the prime minister said there has been a clear evolution of US policy since the war in Afghanistan in 2001.",unknown
Mr Blair,Author,Mr Blair had personally seen the change over time in conversations with Mr Bush.,unknown
Bush,Author,Mr Blair had personally seen the change over time in conversations with Mr Bush.,unknown
Mr Blair,Author,"Turning to critics' fears that the US was poised for further military action, Mr Blair refused to give succour to suggestions it was preparing for strikes against Iran.",unknown
Mr Blair,Author,"Following claims that US forces had worked inside Iran to identify potential targets, Mr Blair was asked if the SAS had also been in the country.",unknown
Mr Blair,Author,"""We never answer questions about special forces, but do not take that as indicating an affirmative,"" said Mr Blair.

",unknown
Blair,Author,Mr Blair said he believed the president was keen to work with other countries while trying to spread democracy and human rights.,unknown
Mr Blair,Author,"""It is significant, in my view, that he is coming to Europe as his first foreign visit,"" said Mr Blair.",unknown
Bush,Author,"Following his inauguration, Mr Bush is due in Europe at the end of January.",unknown
DaimlerChrysler,Author,"DaimlerChrysler's 2004 sales rise

US-German carmaker DaimlerChrysler has sold 2.1% more cars in 2004 than in the previous year, as solid Chrysler sales offset a weak showing for Mercedes.

",unknown
DaimlerChrysler,Author,"DaimlerChrysler's 2004 sales rise

US-German carmaker DaimlerChrysler has sold 2.1% more cars in 2004 than in the previous year, as solid Chrysler sales offset a weak showing for Mercedes.

",unknown
DaimlerChrysler,Author,"The future of the brand - which is controlled by the Mercedes group within DaimlerChrysler - remains in question, however.",unknown
Eckhard Cordes,Author,"Smart has consistently lost money since it started trading in 1998, and new model launches are now ""on hold"", said Mercedes chief executive Eckhard Cordes.",unknown
Cordes,Author,"In Europe, the Smart will now go on sale through regular Mercedes dealerships as well as its own dealer network, Mr Cordes said.",unknown
Jamie Costin,Author,"Costin aims for comeback in 2006

Jamie Costin should be paralysed.

",unknown
Jamie,Author,It took over 10 hours before Jamie knew with certainty that he would not be competing in his second Olympics.,unknown
Jamie,Author,"Jamie didn't finally arrive at hospital in Athens until some nine and a half hours after the accident.

",unknown
Jamie,Author,Doctors in Athens had wanted to operate on Jamie's back immediately but he insisted on delaying any surgery until he arrived back home - something he is now very relieved about.,unknown
Mater,Musician,"""But when I got to the Mater in Dublin they said it was possible for it to heal totally naturally which is giving me the chance to get back into competition which is very important to me.",unknown
Mater,Musician,"The people at the Mater have been absolutely fantastic.""",unknown
Jamie,Author,"Jamie had to wear a body cast for three and a half months after the accident and spent most of that time flat on his back.

",unknown
Johnston McEvoy,Author,Physio sessions with Johnston McEvoy in Limerick have been a vital part of his recovery.,unknown
Johnston,Author,"""Johnston uses an advanced type of acupuncture and it's very effective.",unknown
Jamie,Author,Jamie has also travelled to receive treatment at the Polish training centre in Spala where he has trained with triple Olympic champion Robert Korzeniowski over the past five years.,unknown
Olympic,Author,Jamie has also travelled to receive treatment at the Polish training centre in Spala where he has trained with triple Olympic champion Robert Korzeniowski over the past five years.,unknown
Robert Korzeniowski,Author,Jamie has also travelled to receive treatment at the Polish training centre in Spala where he has trained with triple Olympic champion Robert Korzeniowski over the past five years.,unknown
Jamie,Author,"""

Jamie heads to Poland again on Sunday where he will be having daily cryotherapy in addition to twice-daily physio sessions and pool-work.",unknown
Jamie,Author,All these sessions are small steps on the way to what Jamie hopes will be a return to racing in 2006.,unknown
John Houston,Politician,"John Houston, 54, was due to stand in the East Kilbride seat in Lanarkshire at the next election.",unknown
Mark Croucher,Politician,UKIP spokesman Mark Croucher said those who selected Mr Houston knew nothing of his views.,unknown
Robert Kilroy-Silk,Politician,"The episode comes at a difficult time for UKIP, soon after the high-profile departure of MEP Robert Kilroy-Silk.",unknown
Croucher,Author,"Mr Croucher said the main issue would be that Mr Houston's reported views had been presented as UKIP policy, which they were not.",unknown
Houston,Author,"Mr Houston was quoted in the Herald newspaper saying: ""I feel UKIP have over-reacted and overshot the runway.",unknown
Peter Nielson,Politician,"""

Peter Nielson, who is UKIP Scotland chairman, said he had suspended Mr Houston on Friday night.",unknown
Jacques Santini,Author,"Santini resigns as Spurs manager

Tottenham manager Jacques Santini has resigned for ""personal reasons"".

",unknown
Frank Arnesen,Author,"He added: ""I should like to thank (sporting director) Frank Arnesen and (chairman) Daniel Levy for their understanding.""",unknown
Daniel Levy,Author,"He added: ""I should like to thank (sporting director) Frank Arnesen and (chairman) Daniel Levy for their understanding.""",unknown
Martin Jol,Author,"Assistant coach Martin Jol has been put in temporary charge and will take care of team affairs for Saturday's Premiership match against Charlton.

",unknown
Charlton,Author,"Assistant coach Martin Jol has been put in temporary charge and will take care of team affairs for Saturday's Premiership match against Charlton.

",unknown
Arnesen,Author,"Arnesen said the club were sad to see Santini go: ""We are obviously disappointed that Jacques is leaving us.",unknown
Santini,Author,"Arnesen said the club were sad to see Santini go: ""We are obviously disappointed that Jacques is leaving us.",unknown
Jacques,Author,"Arnesen said the club were sad to see Santini go: ""We are obviously disappointed that Jacques is leaving us.",unknown
Jacques,Author,"""I can assure you that the club will act swiftly to minimise the impact of Jacques' departure.",unknown
Jacques,Musician,"We wish Jacques well.""",unknown
Falconer,Author,"Curfews and community service orders were other options which could be used if court orders to allow parental access were defied, Lord Falconer said.",unknown
Falconer,Author,Lord Falconer told BBC Radio 4's Today programme he hoped voluntary mediation could help solve disputes before they reached court.,unknown
Falconer,Author,"On the possibility of tagging uncooperative parents, Lord Falconer said: ""Tagging may be going too far, but let's have a debate about that.""",unknown
John Ison,Author,"John Ison, from the controversial group Fathers 4 Justice, said: ""It is very disappointing.",unknown
Jim Parton,Author,"Jim Parton, from Families Need Fathers, said the new proposals ""lacked compulsion"".

",unknown
Parton,Author,"Mr Parton said he had been told by Children's Minister Margaret Hodge there was not enough time to pass the bill through parliament before the general election, which is likely to take place in May.

",unknown
Children,Author,"Mr Parton said he had been told by Children's Minister Margaret Hodge there was not enough time to pass the bill through parliament before the general election, which is likely to take place in May.

",unknown
Margaret Hodge,Author,"Mr Parton said he had been told by Children's Minister Margaret Hodge there was not enough time to pass the bill through parliament before the general election, which is likely to take place in May.

",unknown
Theresa May,Politician,"Theresa May, shadow secretary for the family, told BBC Radio 4's Today programme that the government's plans were ""inadequate"" and were ""papering over the cracks of the current system"".",unknown
